weapon,type,别名,外文名,相关型号,速度参数,范围参数,尺寸参数,质量参数,数量参数,级别参数,时间,国家,相关的人与机构,作用,现状,相关地点,特点,装备
变形金刚盗号木马,网络病毒,,外文名称:Transformers Trojan;,,,,,,,,,,,,,,,
冰河木马,网络病毒,,外文名称:GlacierTrojan;,,,,,,,,,,原作者:黄鑫;,,,,,
熊猫烧香病毒,网络病毒,,外文名:Worm.WhBoy.cw;,,,,,,,,泛滥时间:2006年底2007年初;,,设计者:李俊;,,,,,
千年虫电脑病毒,网络病毒,又名:Y2K bug;,其他外文名:the Millennium bug;,,,,,,,,时间:2000年;,,,,,,,
震网病毒,网络病毒,别称:Stuxnet病毒;,外文名:Stuxnet;,,,,,,,,发现时间:2010年6月;,最严重国家:伊朗;,,,,,,
CCleaner,网络病毒,,,,,,,,,,更新时间:2019-01-17;,,,,,,,
brontok,网络病毒,,外文名:brontok;,,,,,,,,,,,,,,,
bobax.h蠕虫病毒,网络病毒,,,,,,,,,,,,,,,,,
Blebla.B病毒,网络病毒,,,,,,,,,,,,,,,,,
Blebla.B,网络病毒,,,,,,,,,,,,,,,,,
Win32.Troj.AddUser.f,网络病毒,,外文名:Win32.Troj.AddUser.f;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Small.ab,网络病毒,,外文名:Win32.Troj.Small;,,,,,,,威胁级别:★★★★★;,处理时间:2005-08-05;,,,,,,,
Win32.Troj.WinShow.an,网络病毒,,外文名:Win32.Troj.WinShow.an;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.IcmpCmd,网络病毒,,外文名:Win32.Troj.IcmpCmd;,,,,,,,,,,,用途:监控木马;,,,,
Win32.Troj.Killav.ak,网络病毒,,外文名:Win32.Troj.Killav.ak;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.MsMedia,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Satbo,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.UpdatePart,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Mir2Dll,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.StartPage.sn,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
下载保护,网络病毒,,,,,,,,,,,,,,,,,
下载者迎风号,网络病毒,,,,,,,,,,,,,,,,,
小蠕虫变种AR,网络病毒,,外文名:Worm.Win32.Small.ar;,,,,,,,,,,,,,,属性:蠕虫病毒;,
星空锁变种ay,网络病毒,,外文名:I-Worm/Locksky.ay;,,,,,,,,,,,,,,,
新红色代码变体（Win32.CodeRed.F）,网络病毒,,,,,,,,,,,,,,,,,
一句话木马,网络病毒,,,,,,,,,,,,,,,,,
隐身猫,网络病毒,,,,,,,,,,,,,作用:监视受害用户的电脑屏幕;,,,性质:远程控制木马;,
硬盘寄生虫变种agv,网络病毒,,外文名:Trojan/Diskautorun.agv;,,,,,,,,,,,,,,,
萤火虫变种K,网络病毒,,,,,,,,,,,,,,,,,
纵火狐狸精,网络病毒,,外文名:Win32.Magni.a.18944;,,,,,,,威胁级别:★★;,,,,,,,,
执照凶手,网络病毒,,,,,,,,,,,,,,,,特点:隐蔽生存能力;,
自动运行木马变种YTK,网络病毒,,,,,,,,,,,,,,,,,
灾飞病毒(Worm.Zafi.b),网络病毒,,外文名:Worm.Zafi;,,,,,,,威胁级别:3C;,,,,,,,,
Win32.Troj.FakeTCPIPSev,网络病毒,,,,,,,,,,,,,,,,,
Win32.Troj.Small.ag,网络病毒,,外文名:Win32.Troj.Small.ag;,,,,,,,,,,,,,,,
Win32.Troj.Delf.jv,网络病毒,,,,,,,,,,,,,,,,,
Win32.Troj.EtHorse.b,网络病毒,,外文名:Win32.Troj.EtHorse.b;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Vivia.l,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.LineageDll.w,网络病毒,,外文名:Win32.Troj.LineageDll.w;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.cimspark,网络病毒,别名:我的相册;,,,,,,,,,,,,,,,,
Win32.Troj.PornWare.a,网络病毒,,,,,,,,,,,,,,,,,
Win32.Troj.PSWfengshen,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.IRCbot,网络病毒,,外文名:Win32.Troj.IRCbot;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.QQWHBoy,网络病毒,,外文名:Win32.Troj.QQWHBoy;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Laorenshen,网络病毒,,,,,,,,,,,,,,,,,
Win32.Troj.Small.cp,网络病毒,,外文名:Win32.Troj.Small.cp;,,,,,,,威胁级别:★;,,,,作用:硬盘杀手;,,,,
Win32.Troj.BHORob.i,网络病毒,,外文名:Win32.Troj.BHORob.i;,,,,,,,威胁级别:★;,处理时间:2006-12-28;,,,,,,,
Win32.WizardBoy.d,网络病毒,,,,,,,,,威胁级别:二星;,,,,,,,,
Win32.Vcing.ois,网络病毒,,,,,,,,,威胁级别:一星;,,,,,,,,
Win32.Troj.Zapchast.ou,网络病毒,,外文名:Win32.Troj.Zapchast.ou;,,,,,,,威胁级别:★;,处理时间:2006-12-31;,,,,,,,
Win32.Troj.Dlena.mlp,网络病毒,,外文名:Win32.Troj.Dlena.mlp;,,,,,,,威胁级别:★;,处理时间:2007-02-02;,,,,,,,
Worm.Beagle.wo,网络病毒,,外文名:Worm.BBeagle;,,,,,,,,,,,,,,属性:蠕虫病毒的一种;,
Win32.Vcing.xo,网络病毒,,,,,,,,,威胁级别:一星;,,,,,,,,
Win32.MyGod.de,网络病毒,,外文名:Win32.MyGod.de;,,,,,,,威胁级别:★;,处理时间:2007-01-11;,,,,,,,
Win32.Troj.Downloader.dn,网络病毒,,外文名:Win32.Troj.Downloader.dn;,,,,,,,威胁级别:★;,处理时间:2007-03-21;,,,,,,,
Win32.Troj.QiaoZhaZhe.wt,网络病毒,,外文名:Win32.Troj.QiaoZhaZhe.wt;,,,,,,,威胁级别:★;,,,,,,,,
Win32.Troj.Dropper.iy,网络病毒,,,,,,,,,威胁级别:★;,处理时间:2007-01-22;,,,,,,,
Win32.Troj.PswGame.mio,网络病毒,,,,,,,,,威胁级别:★;,处理时间:2006-12-30;,,,,,,,
Win32.Troj.Agent.eis,网络病毒,,,,,,,,,,处理时间:2006-12-30;,,,,,,,
Win32.Troj.T2yuhuo,网络病毒,,外文名:Win32.Troj.T2yuhuo;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.StartPgCash,网络病毒,,外文名:Win32.Troj.StartPgCash;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Wootbot.am,网络病毒,,外文名:Win32.Troj.Wootbot.am;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.PSWMir,网络病毒,,外文名:Win32.Troj.CmjDown;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Startpage.j,网络病毒,,外文名:Win32.Troj.Startpage.j;,,,,,,,威胁级别:★★;,,,,,,,病毒性质:广告木马病毒;,
Win32.Troj.Harnig.e,网络病毒,,外文名:Win32.Troj.Harnig.e;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Elitor,网络病毒,,,,,,,,,,处理时间:2002-08-28;,,,,,,,
Win32.Troj.PSWLmir.kj,网络病毒,,外文名:Win32.Troj.PSWLmir.kj;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Snowdoor35,网络病毒,,外文名:Win32.Troj.Snowdoor35;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Casper,网络病毒,,外文名:Win32.Troj.Casper;,,,,,,,,,,,,,,,
Win32.Troj.Happyshy,网络病毒,,外文名:win32.troj;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.NTRootKit,网络病毒,,外文名:Win32.Troj.NTRootKit;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Lineage.ae,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Mir2HAK,网络病毒,,外文名:win32.troj.mirhak;,,,,,,,,,,,作用:盗取用户的传奇帐户密码;,,,,
Win32.Troj.TEQQpass,网络病毒,,外文名:Trojan.PSW.QQpass.6197.a [AVP];,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Spung.a,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Tibser.c,网络病毒,,外文名:Win32.Troj.Tibser.c;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.ADNavihelper,网络病毒,,外文名:Win32.Troj.ADNavihelper;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.CmjDown,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,性质:木马下载器;,
Win32.Troj.Lookme.g,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Qiann.i,网络病毒,,外文名:Win32.Troj.Qiann.i;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.GetPSW,网络病毒,,外文名:Win32.Troj.GetPSW;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Killav.dr,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.AddUser.e,网络病毒,,,,,,,,,威胁级别:两星;,,,,,,,,
Win32.Troj.Beagle.at,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Dahua.d,网络病毒,,外文名:Win32.Troj.Dahua.d;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Dahua.k,网络病毒,,,,,,,,,,,,,,,,,
Win32.Troj.Delf.bz,网络病毒,,外文名:Win32.Troj.Delf.bz;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.AngelShell.10,网络病毒,,外文名:Win32.Troj.AngelShell.10;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.SMTPTest,网络病毒,,,,,,,,,威胁级别:：★★;,,,,,,,,
Win32.Troj.Mir7005Hook.ab,网络病毒,,外文名:Win32.Troj.Mir7005Hook.ab;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.NetSoubrette,网络病毒,,外文名:Win32.Troj.NetSoubrette;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.KillReg.d,网络病毒,,外文名:Win32.Troj.KillReg.d;,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.LowZones.b,网络病毒,,,,,,,,,威胁等级:★★;,,,,,,,,
Win32.Troj.winsoverflow,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.Igloo,网络病毒,,,,,,,,,威胁级别:★★;,,,,,,,,
Win32.Troj.JpgHorse,网络病毒,,外文名:Win32.Troj.JpgHorse;,,,,,,,威胁级别:★★;,,,,,,,,
长波台,通讯装备,,,,,,,,,,,,,,,,,
电子脉冲弹,电磁脉冲武器,,外文名:Eleconic pulse;,,,,,,,,,,,,,,,
电磁导轨炮,电磁炮,,,,,,,,,,服役时间:2020年;研制时间:20年;定型时间:2017年;,国家:中国;,,,,,,
电磁炮[现代军用武器],电磁炮,,外文名:electromagnetic gun;,,,,,,,,,,,,,,,
定向能武器,电磁炮,别称:束能武器;,外文名:Directed energy weapon;,,,,,,,,,所属国家:美国、俄罗斯、中国;,,,,,,
天空卫士激光器,激光武器,,,,,,,,,,,,,,,,,
海基激光,激光武器,,外文名:Maritime Laser Demonstration;,,,,,,,,,,,用途:舰船;,,,属性:激光武器;,
激光战车,激光武器,,,,,,,,,,推出时间:2012年10月3日;,,,功能:能对付来袭导弹保护地面部队;,,,性质:地面移动激光武器;,
声光武器,声波武器,,,,,,,,,,,,,,,,特点:慑人心智，毙敌于无形;,
微波导弹,新概念弹药,,,,,,,,,,,,,,,,,
勇士-21外骨骼系统,单兵装具,,,,,,,,,,时间:2009年10月27日;,国家:俄罗斯可穿戴式;,,,,,,
IDZ未来士兵系统,单兵装具,简称:IdZ;,,,,,,,,,,国家:德国;,设计者:莱茵金属防务电子公司;,,,,,
先锋高超音速导弹,高超音速武器,,,,,,,,,,,,,,,,,
扫雷机器人,仿生机器人,,,,,,,,,,,,,作用:扫除地雷和水雷;,,,性质:军用机器人;,
驮兽机器人,仿生机器人,,外文名:Rex;,,,,,,,,,,,作用:减轻步兵肩上的重担;,,,,
鞋盒机器人,仿生机器人,,,,,,,,,,,开发国家:美国;,,,,,,
魔爪机器人,仿生机器人,简称:魔爪;,,,,,,,,,,,厂商:福斯特·米勒公司;,,,,,
六足机器人,仿生机器人,别名:蜘蛛机器人;,,,,,,,,,,,,,,,,
青龙偃月刀（小说《三国演义》中关羽的武器）,刀,又名:冷艳锯;,外文名:Green Dragon crescent moon blade;,,,,,重量:八十二斤;,,,,,持有者:关羽，关胜;,,,,,
七宝刀,刀,,,,,,,,,,,,,,,,,
逆刃刀,刀,,外文名:Rhomphaia;,,,,长度:3米;,,,,,,,,,,,
日月刀,刀,,,,,,,,,,,,,,,,,
太一刀,刀,,,,,,,,,,,,,,,出土地点:成都;,,
少林三环大刀,刀,,,,,,,,,,,,,,,,,
横刀,刀,时代:隋唐时代;别称:唐刀;,外文名:hengdao;,,,,刀长:70毫米;,,,,,,,,,,,
断蒙刀,刀,,,,,,,,,,,,,,,,,
古锭刀[兵器],刀,,外文名:ancient scimitar;,,,,,,,,,,,,,,,
固陵刀,刀,,,,,,,,,,,,,,,,,
中国古代名刀总录,刀,,,,,,,,,,,,,,,,,
长船,刀,,,,,,,,,,,,,,,,,
大夏龙雀,刀,,,,,,,,,,,,作者:半壶秋水.QD;,,,,,
刀尖为双面刃,刀,,,,,,,,,,,,,,,,,
登州戚氏军刀,刀,,,,,,尺寸:通长89厘米，柄长16厘米。;,,,,铸造时间:万历十年（1582年）;,,,,,馆藏地点:国家博物馆古代中国明代展厅;,,
鬼丸国纲[镰仓北条家家传宝刀],刀,,其他外文名:おにまる くにつな;,,,,,,,,,,制造者:粟田口国纲;,,,,,
蝴蝶刀,刀,,,,,,,,,,,所属国家:中国;,,,,,,
菊一文字则宗[日本刀],刀,,外文名:菊田一文字は宗;,,,,,,,,,,,,,,,
karambit,刀,,英文名:karambit;,,,,,,,,,,,,,,,
塞施尔弯刀,刀,,,,,,,,,,,,,,,,,
双刃大砍刀,刀,,,,,,,,,,,,,,,,,
鸣鸿刀[中国古代名刀],刀,,,,,,,,,,,,,,,,,
拍刀,刀,,,,,,,,,,,,,,,,,
戚家刀,刀,,,,,,,,,,年代:十四、十五世纪的中国;,所属国家:中华人民共和国;,,,,,特点:刀身呈弧线，细窄;,
七宝刀[刀具],刀,别名:七星刀（为以讹传讹）;,,,,,,,,,,,,,,,属性:刀具;,
瑞士军刀,刀,,其他外文名:Schweizer Messer、Swiss Army Knife;外文名:Schweizer Messer;,,,,,,,,创立时间:1891年;,国别:瑞士;,,,,,,
阮师刀,刀,,,,,,,,,,,,,,,,,
象鼻刀,刀,,,,,,,,,,,,,,,,特点:尺寸比大刀要小一点儿;,
易贡藏刀,刀,别称:波治加玛;,,,,,,,,,,,,,,,,
掩月刀,刀,,,,,,,,,,出现时间:宋朝;,,,,,,,
印度式长刀,刀,,,,,影响:土耳其卡拉拜拉长刀;,,,,,出现时间:16世纪;,,,,,,性质:单手的轻型单刃长刀;,
阿拉伯弯刀,刀,,,,,,,,,,,,,,,,,
安大略刀具,刀,,,,,,,,,,,,,,,,,
备前长船长光,刀,,,,,,,,,,,,属于:日本的刀系之一;,,,,,
白鹿刀,刀,,,,,,,,,,,,,,,,,
百胜刀,刀,,,,,,,,,,,,所属:十八般兵器之一;,,,,属性:短兵器;,
宝钿刀,刀,,,,,,,,,,,,,,,,,
白杨刀,刀,,外文名:baiyangdao;,,,,,,,,,,,,,,,
半垂,刀,,,,,,,,,,,,,,,,,
宝刀[汉语词汇],刀,,外文名:a treasured sword;,,,,,,,,,,,,,,属性:锋利钢刀的泛称;,
BT鹰爪,刀,,,,,,,,,,,,,,,,,
百辟宝刀,刀,,,,,,,,,,,,,,,,,
蝉翼刀,刀,,外文名:Thin knife;,,,,,,,,创作时间:1985年;,,作者:奇儒;,,,,,
朝仪刀,刀,,,,,,,,,,,,,,,,,
赤刀,刀,,,,,,,,,,,,,,,,,
赤冶刀,刀,,,,,,,,,,,,,,,,,
朝之,刀,,,,,,,,,,,,,,,,,
丛林王,刀,,,,,,,,,,,,,,,,,
春秋战国兵器,刀,美名:越民铸宝剑、出匣吐寒光;,,,,,,,,,,,,,,,,
B-29“超级空中堡垒”,刀,,,,最大飞行速度:576千米每小时;飞行速度:亚音速;,"最大航程:5,230千米;",机高:9.02米;翼展:43.05米;机长:30.18米;,"空重:31,815千克;最大起飞重量:56,245千克;",乘员:11人;,,首飞时间:1942年9月21日;,,研发单位:波音公司;,,,,,气动布局:平直翼;发动机:四台莱特R-0350-23“旋风”发动机;发动机数量:四发;
多功能卡刀,刀,,英文名:Multi function cutting tool;,,,,,,,,,,,功能:尺子，起钉器;,,,,
大食刀,刀,,,,,,,,,,,,,,,,,
峒刀,刀,,,,,,,,,,,,,,,,,
傣族刀,刀,,,,,,,,,,,,,,,,,
掇刀,刀,,其他外文名:duo dao;英文名:duo dao;,,,,,,,,,,,,,,,
大横刀,刀,,,,,,,,,,,,,,,,,
大业物,刀,,,,,,,,,,,,,,,,,
巅峰战士[刀具],刀,,外文名:Cliffhanger;,,,,,,,,,,,,,,,
二刀,刀,,,,,,,,,,,,,,,,,
二人夺,刀,,,,,,,,,,,,,,,,,
俄式军刀,刀,,,,,,刀宽:约40毫米;,,,,,,,,,,,
疯狗高级战术突击刀,刀,,外文名:Mad Dog ATAK;,,,,,,,,,,,,,,属性:军品、收藏工艺品;,
凤嘴刀,刀,,,,,,,,,,,,,,,,,
服刀,刀,,,,,,,,,,,,,,,,,
法刀,刀,,,,,,,,,,,,,,,,,
番刀,刀,又名:山刀;,,,,,,,,,,产地:台湾;,,,,,,
十大名刀,刀,,,,,,,,,,,,,,,,属性:武器;,
格斗刀,刀,,,,,,,,,,,,,用途:户外或者野外生存;,,,性质:搏斗时候用的刀具;,
桂溪刀,刀,,,,,,,,,,,,,,,,,
割刀,刀,,,,,,,,,,,,,,,,,
葛党刀,刀,,,,,,,,,,,,,,,,,
红雪左文字,刀,,,,,,,,,,,产地:日本;,拥有者:猴关白丰臣秀吉;,,,,,
环柄刀,刀,,,,,,,,,,,,,,,,,
回回刀,刀,,,,,,,,,,,,,,,,,
和钢,刀,,,,,,,,,,,,,,,,,
环首刀,刀,别称:汉刀、环头刀;,,,,,,,,,,,,,,,特点:单面开锋、厚脊薄刃;,
聚晶金刚石刀具,刀,,外文名:Polycrystalline diamond;,,,,,,,,,,,,,,,
揭阳市榕城区艾亿达不锈钢制品厂,刀,,,,,,,,,,,,,,,,,
夹铁,刀,,,,,,,,,,,,,,,,,
景颇尖刀,刀,,,,,,,,,,,,,,,,属性:兵器;,
将邪刀,刀,,,,,,,,,,,,,,,,,
戟刀,刀,,,,,,,,,,,,,,,,特点:柄尾有一三棱形铁鐏;,
警棍[高压脉冲电击警棍],刀,,,,,,,,,,,,,,,,,
警恶刀,刀,,,,,,,,,,,,,,,,,
巨刀,刀,,,,,,,,,,,,,,,,,
戒杖刀,刀,,,,,,,,,,,,创作者:备前刀匠国宗;,,,,特点:刀身笔直;,
截头大刀,刀,,,,,,,,,,,,,,,,特点:刀头比普通大刀短一段;,
刻镂刀,刀,,外文名:keloudao;,,,,,,,,,,,,,,,
卡簧刀,刀,,,,,,,,,,,,,,,,,
Ka-bar,刀,,英文名:Ka-bar;,,,,刀具全长:18.6CM;刃宽:2.73CM;刃长:7.3CM;,,,,,,,,,,,
昆吾刀,刀,,,,,,,,,,,,,,,,,
冷钢26S,刀,,,,,,,,,,,,,,,,,
龙刀[汉语词汇],刀,,,,,,,,,,,,,,,,,
鸾刀,刀,,,,,,,,,,,,,,,,,
龙泉太阿,刀,,,,,,,,,,,,,,,,,
黎刀,刀,,,,,,,,,,,,,,,,,
冷钢大狗腿,刀,,,,,,,,,,,,,,,,,
良业物[现实中的一种刀剑],刀,,外文名:よきわざもの，Yokiwazamono;,,,,,,,,,,作者:山田浅右卫门;,,,,,
吕虔刀,刀,,,,,,,,,,,,,,,,,
冷月宝刀,刀,,,,,,,,,,,,拥有者:南仁通;,,,,,
芦叶枪,枪,,,,,,,,,,,,,,,,,
五虎断魂枪（中国古代十大名枪之一）,枪,,,,,,片长:96分;,,,,,,,,,,,
沥泉神枪,枪,,,,,,,,,,,,使用者:岳飞;,,,,,
梅花枪,枪,,,,,,,,,,年代:宋太祖时期;,,,,,,,
龙胆亮银枪,枪,别名:涯角枪;,,,,,,,,,,,使用者:赵云;,,,,,
霸王枪（项羽使用武器）,枪,,,,,,长:一丈二尺九寸;,重:129斤;,,,,,,,,,,
虎头湛金枪,枪,,,,,,,,,,,,拥有者:马超、高宠、常遇春;,,,,,
双头链子枪,枪,,,,,,全长:3．2米;,,,,,,,,,,特点:演练起来，缠如蟒蛇绕身;,
铁钩枪,枪,,,,,,,,,,,,,,,,,
丈八长标[《三国演义》中祝融夫人的兵器],枪,,,,,,,,,,,,,,,,,
诸葛枪,枪,,,,,,,,,,,,制作者:诸葛亮;,,,,性质:兵器;,
东枪西棍,枪,,,,,,,,,,,,,,,,,
斧枪,枪,,,,,,,,,,,,,,,,,
流星枪,枪,,,,,,,,,,,,,,,,,
涯角枪,枪,别称:亮银枪;,,,,,,,,,,,,,,,,
狼筅枪,枪,,,,,,,,,,,,,,,,,
槌枪,枪,,,,,,,,,,,,,,,,,
王堡枪,枪,,,,,,,,,,,国籍:中国;,,,,,,
少林枪,枪,,,,,,,,,,,,,,,,,
中国古代十大名枪,枪,,,,,,,,,,,,使用者:项羽、赵子龙等;,,,,,
尚方宝剑,剑,,,,,,,,,,,,,,,,,
轱辘剑,剑,,,,,,长:约四尺多;,,,,,,,,,,特点:锋利无比;,
纯钧剑,剑,别称:纯钩剑;,外文名:Chun Junjian;,,,,,,,,年代:春秋战国;,,制作者:欧冶子;,,,,,
干将莫邪剑,剑,,,,,,,,,,,,作者:干宝;,,,,,
七星龙渊(又名：龙泉剑),剑,又名:七星龙泉、龙渊剑、七星龙渊;,外文名称:Longquan Sword;,,,,尖宽:3cm;茎宽:8cm;,,,,,产地:浙江龙泉;,,,,,,
赤霄剑,剑,称号:帝道之剑;别称:白虹剑;,,,,,,,,,,,,,,,,
湛泸剑,剑,别名:湛卢剑;,,,,,,,,,,,所属:十大名剑;铸造者:欧冶子;,,,,,
轩辕剑,剑,又名:轩辕夏禹剑;,外文名:Xuanyuan sword;,,,,,,,,,,拥有者:黄帝、夏禹、商汤;铸造者:黄帝;,,,,,
杨家山铁剑,剑,别名:杨家山钢剑， 铜镡钢剑;,,,,,,,,,出土时间:1976年;,,,,,出土地点:长沙杨家山65号墓;,词条性质:文物名;,
越王勾践剑,剑,,英文名:Sword of Goujian;,,,,长度:55.7cm;宽:4.6cm;刃长:47.3cm;,重量:875克;,,,,国家:越国;,,,,,,
工布剑,剑,,外文名:Gebu sword;,,,,,,,,,,,,,,,
百越之剑,剑,,,,,,,,,,,,,,,,,
流光剑,剑,,外文名:Corrugated iron sword;,,,,,,,,,,,,,,,
巴蜀之剑,剑,,,,,,,,,,,,,,,出土地点:巴蜀;,,
青干剑,剑,,,,,,,,,,,,,,,,,
青锋剑,剑,,,,,,,,,,,,,,,,,
却邪,剑,,,,,,,,,,,,,,,,,
承影剑[古代十大名剑之一],剑,,,,,,,,,,,,收藏者:孔周;,,,,特点:精致优雅之剑;,
纯钧[动漫秦时明月系列中武器],剑,别名:纯钧剑;,,,,,,,,,,,,,,,,
