weapon,abstract
天剑一型空对空导弹,"
	
		请用一段简单的话描述该词条，马上添加摘要。
		
 
本词条内容尚未完善，欢迎各位编辑词条，贡献自己的专业知识！





	    	










天剑一型空对空导弹是一款短程红外线导引导弹，由中华民国中山科学研究院设计生产，供F-CK-1经国号战机使用。中华民国空军虽是全世界第一个以响尾蛇空对空导弹创下击落纪录，同时大量使用响尾蛇导弹的空军，不过天剑一型导弹是中华民国第一次自行生产红外线导引空对空导弹。目前仅配备经国号战机使用。 目录  
1 发展历史  2 生产与服役  3 衍生型  4 相关条目      发展历史 天剑一型与天剑二型导弹同为中山科学研究院（简称中科院）主导的天翔计划当中的研发子计划。天翔计划（1985年后改为天剑计划）预计设计一款中程与一款短程空对空导弹，搭配当时在设计阶段的经国号战机使用。其中天翔甲型是现在的天剑二型导弹，天翔乙型则是天剑一型导弹。 天剑一型导弹无论在外型与性能上都非常接近AIM-9响尾蛇空对空导弹，属于红外线导引的方式，射程应在8公里上下，属于短程缠斗导弹。不过天剑一型搭配 GD-53雷达时，能以事先输入目标与无线电操作的方式发射，至目标区再打开寻标头。由于目前公开的资料非常的少，缺乏具体的数据。公开资料显示天剑一型导弹性能接近AIM-9L/M，但有关“具有部分全方位目标追踪与攻击能力”的说法，另一派看法是，天剑一型的性能应该是比较类似当时在空军作为主力大量服役的 AIM-9P4，整体性能应在 AIM-9P4 与 AIM-9L 之间。实际服役状况中，亦常见到 F-CK-1 佩挂 AIM-9P4。 经国号战机可以在机翼的翼端挂架上各携带一枚天剑一型导弹，机翼下的内侧与外侧挂架则可以另外各携带一枚，大部分的对空任务场合，只有外侧挂架会携带空对空导弹，内侧保留给副油箱使用。 整个发展计划到1993年完成与经国号战机的整合与验证，正式交付部队使用。   生产与服役 经国号战机在设计上并未限制只能使用一种红外线导引空对空导弹，加上中华民国空军已经有数量颇多的各型响尾蛇导弹，在采购F-16战机时也同时购入AIM-9M导弹，所以原定生产700枚的计划后来删减为300枚。在许多场合可以见到经国号战机也会携带AIM-9P4导弹飞行。  衍生型 目前已知的衍生型是陆上发射的捷羚防空导弹系统，陆用载台为CM-31轮装车试验车和量产型为民用八吨卡车，每部发射车可挂载四枚天剑一型导弹，于民国86年6月的汉光13号演习中首次亮相。导弹发射器可做三百六十度旋转，接战范围广，更能	"
天剑二型空对空导弹,"
	天剑二型空对空导弹，是主动雷达导引的中程导弹，中华民国中山科学研究院在美国的协助下为经国号战机(F-CK-1)所研发生产的装备。这也是中华民国第一次生产雷达导引空对空导弹。目前仅有经国号战机可以使用。	"
X-4空对空导弹,"
	X-4空对空导弹，由Kramer博士开始设计。同年夏天德国空军部给了它一个统一的编号RK-344，希望这种导弹能够使德国飞行员能在盟军轰炸机的机炮射程之外对轰炸机进行攻击。有尖细的头部和雪茄状的弹体，有四片弹翼和四片更小的尾翼。	"
中距空对空导弹“超”530D,"
	“超”530D是法国玛特拉公司在“超”530F的基础上改进的。	"
地形匹配制导,"
	地形匹配制导是远程巡航导弹常用的一种精确制导方式。地形匹配的制导比景象匹配的精度低。	"
SS-N-21,"
	RK-55巡航导弹（""石榴石""战略巡航导弹，编号为SS-N一21），是前苏联新型海基战略巡航导弹，具有反舰和打击战略目标的双重能力，主要用以攻击敌方机场、地下指挥所和军港。1978年起研制，1981～1982年进行多种发射试验，1983年装备海军6艘Y I级导弹核潜艇。导弹可由艇身垂直发射装置或533毫米鱼雷发射管发射。	"
X—555战略巡航导弹,"
	X—555战略巡航导弹，用途实施精确打击。	"
先锋高超音速导弹,"
	“先锋”高超声速导弹（以下简称“先锋”导弹）是目前俄罗斯在研和即将装备部队的两款高超声速导弹之一，另一款是由米格-31BM战斗机携带的“匕首”空射高超声速弹道导弹（简称“匕首”导弹）。“先锋”导弹集成在RS-18洲际导弹顶部，理论射程达上万千米，是一款名副其实的战略打击武器。	"
X-51A高超音速无人飞行器,"
	X-51A是美国空军研究实验室（AFRL）与国防高级研究计划局（DARPA）联合主持研制的超燃冲压发动机验证机——乘波飞行器（SED-WR，Scramjet Engine Demonstrator-Waverider）。它由波音公司与普拉特·惠特尼（简称普惠）公司共同开发，由一台JP-7碳氢燃料超燃冲压发动机推动，设计飞行马赫数在6～6.5之间。这个计划的终极目标就是要发展一种比美国原武器库中任何一种导弹的速度都要快5倍以上，可以在1小时内攻击地球任意位置目标的新武器。2012年8月14日，X-51A第3次试飞，从纽约飞到伦敦将只需不到一个小时。	"
MGM-118A“和平卫士”战略弹道导弹,"
	MGM-118A“和平卫士”战略弹道导弹是美国马丁－马利埃塔公司研制的一种大型固体洲际弹道导弹，代号为MGM-118A。	"
雄风-2E“战略”巡航导弹,"
	雄风-2E巡航导弹初期射程500公里，未来目标1000公里。导弹长6.25米，直径0.5米，可携带500公斤弹头。采用火箭/冲压发动机，具有超音速飞行能力。导弹飞行中段为惯性制导，末段为主动雷达加被动红外寻的，并装有GPS接收机。可机动发射，发射系统利用拖车拖，每个系统装2枚导弹。 编者按：据台湾媒体报道，去年被冻结的“雄风-2E”巡航导弹量产预算，3日全数解冻。该型导弹的性能究竟如何，我们综合目前的资料进行一个简单的分析，仅供网友参考。	"
BGM-109巡航导弹,"
	BGM-109巡航导弹（英文：BGM-109 Cruise missile，绰号：Tomahawk，译文：战斧），是美国一型通用多用途巡航导弹。BGM-109巡航导弹是一种长程，全天候，具有短翼，以次音速巡航飞行的导弹。主要的特点是射程远，飞行高度较低，具有一定的隐身能力，突防能力较强，且损伤效果好，通用性强，可由各种平台发射。并且体积小，重量轻，弹翼和尾翼可折叠，便于运输和发射。并且使用弹性强，机动灵活，生存能力高
。BGM-109巡航导弹由美国海军航空司令部和通用动力公司在1970年推出，1972年5月开始研制，1976年首次试飞，1983年装备部队服役。经过27年的不断发展，研制型号已达22个（C、H、I、J、L等型号都没有服役）。在美国三军通用编号当中，BGM-109为陆射型，AGM-109为舰射型，U/RGM-109则是舰射反舰型，一般统称为BGM-109，它们的基本构型都是相同的
。	"
3M22锆石高超音速反舰巡航导弹,"
	俄海军即将装备新型高超音速""锆石""反舰导弹，这型""锆石""反舰导弹在试验中的速度达到了令人匪夷所思的8马赫。	"
长剑-100超音速巡航导弹,"
	长剑-100巡航导弹(代号：DF-100)，早期代号为“鹰击-100”，是在长剑10巡航导弹的基础上研制的空射型超远程反舰导弹，又被称为“东风-100”，是世界上第一款可以进行超音速飞行的巡航导弹。其最大特点是射程远，在550至650千米之间，衔接了鹰击62系列和DF-21D系列反舰弹道导弹之前的距离。	"
鹰击-18反舰巡航导弹（YJ-18）,"
	鹰击-18反舰导弹（英文：YJ-18 Anti-ship cruise missile ，北约代号：CH-SS-NX-13 ，代号：YJ-18/yingji-18），是中国人民解放军装备的一型亚超音速结合远程反舰巡航导弹 。鹰击-18反舰导弹在作战过程中，采用亚音速-超音速结合的弹道，具有很高突防概率和命中率，极大增大对方实施拦截的难度 ，装备后将会提高中国海军的制海作战实力 。鹰击-18反舰导弹自20世纪90年代中期由中国航天科工集团三院开始研制，2013年左右定型，2014年左右服役。鹰击-18反舰导弹和俄罗斯的俱乐部导弹十分相似，因此被称为中国版的“俱乐部”导弹。	"
雄风2E巡航导弹,"
	“雄风2E”巡航导弹是中国台湾“中科院”以美军“战斧”巡航导弹为蓝本研制的一种反舰用的巡航导弹。该巡航导弹具有射程远、威力大、打击突然等特点。	"
长剑-10/东海-10巡航导弹（CJ-10）,"
	长剑-10巡航导弹是一款战略导弹，以美国的BGM-109G陆基巡航导弹和苏联的RK-55 Relief导弹为研发蓝本，射程远，性能优越，依靠先进的传感器来寻找、识别并定位目标，通过通信系统向指挥部发送定位信息，能够打击有价值的地面目标，与“东风”-21D各有专攻。“长剑”-10导弹主要针对陆基航空力量以及后勤、通信等固定地面目标实施打击，当与弹道导弹或飞机配合使用时，打击效果更惊人。“有效射程在1500至2500公里之间。其毁伤能力超过美国的“战斧式”巡航导弹，号称一枚命中即可将一艘7000到10000吨级的导弹巡洋舰送入海底。该导弹由中国航天科工集团第三研究院负责研制。中国航天科工集团是我国主要的反舰导弹研制机构，号称“中国飞鱼”的著名鹰击系列反舰导弹C802就是该院的产品。	"
BLU-114/B“软炸弹”,"
	BLU-114(以及更新版本BLU-114/B)属于不致死的 炸弹，又被称为“石墨炸弹”。它的旧名称是CBU-94，并被称为”停电炸弹"".它是为开发的，并由使用美国空军。
炸弹基本上有很多钢丝绒包装成塑料盖和一个小降落伞，精度高于电气中转站和高功率 路线。当在目标上方时，一个小的爆炸装药使圆筒分开，分散成股碳纤维 电线。电线是如此的细，他们”浮“向下一个网状图案，以最大化击中目标的机会。
炸弹的目的是关闭电器缩当用于塞尔维亚1999年5月，一组BLU-114炸弹摧毁了该国70%的电网。	"
CBU-94型石墨炸弹,"
	CBU-94型石墨炸弹，它装有专门研制的SUU-66/B 型战术弹药撒布器和BLU-114/B型“石墨炸弹”战斗部。海湾战争中，该炸弹爆炸后产生的只有百分之几英寸厚的碳纤维丝，像浓密的云一样漂浮在空气中，附着于电路线路之上，导致伊拉克可以使用的发电站寥寥无几，迫使伊拉克人民回到油灯蜡烛的年代。	"
RLV-T5可回收火箭,"
	2019年8月10日，中国可回收试验火箭，获得重大胜利！RLV-T5火箭，是我国大幅度降低航天发射成本的重大科研项目，是中国私营企业进军庞大国内、国际航天市场的先进火箭原型验证型号。

2019年3月27日，中国翎客航天在位于山东龙口的火箭回收试验场，完成了RLV-T5第一次自由状态下的低空回收试验，火箭最高飞行至20米处，悬停数秒，并在试验场中心区域成功返回着陆。这一将会媲美美国SpaceX猎鹰可回收火箭的中国产品，完成了飞行高度达数百米级的起飞、回收试验，圆满成功！	"
中国运载火箭发射记录,"
	本词条主要列表记录了中华人民共和国现代航天事业自1970年至2017年各次运载火箭的发射情况。最终目标高度高于海拔100千米的卡门线并进入轨道的发射任务均被收录，未收录亚轨道发射任务。截至2018年7月10日，中华人民共和国已进行了295次航天发射，其中长征系列运载火箭已进行280次发射，发射成功率达95.00%。
自2018年1月起的发射记录及逐年成败统计数据见词条“中国运载火箭发射记录续表”。	"
H3运载火箭,"
	H3火箭是日本现役国产主力火箭“H2A”和“H2B”的后续机型，被当做日本走向国际市场的王牌。更换发动机后，H3能搭载中大型卫星，还可以运载重量为6.5吨的卫星，是H2A运载能力的1.6倍，争取到2020年度实现首次发射。	"
船箭塔组合体,"
	船箭塔组合体是指由飞船、运载火箭和逃逸塔三个部分组合而成的发射整体。在载人飞船发射的整个过程中，船箭塔组合体是不断被剥离的，发射周期完成后将仅留下返回舱（包含宇航员以及仪器、资料等）。船箭塔组合体剥离的全过程依次为：逃逸塔分离、助推器分离、一级火箭分离、整流罩分离、二级火箭分离、推进舱帆板展开、宇航员出舱、宇航员回舱、返回调姿、轨道舱分离、推进舱点火变轨、弹出减速伞、发动机点火着陆。	"
长征低轨道火箭,"
	长征火箭于1965年中国开始自行研制，1970年4月24日，将中国第一颗人造地球卫星——东方红一号成功送入太空。该火箭共进行两次卫星发射，成功率100%，另一次发射时间是1971年。	"
长征一号火箭,"
	长征一号系列包括长征一号和长征一号D两个型号。它们都是三级运载火箭，主要用于发射近地轨道小型有效载荷。长征一号于1965年开始研制。1970年4月24日，长征一号发射了中国第一颗人造地球卫星——东方红一号。以后还进行了A、B、C、D四种状态的研制。90年代投入商业发射的火箭是长征一号D。	"
